OBJECTID,TILENAME,DOWNLOAD_P,AVAILABLE,COMMTYPE,YEAR,NOTE,TILENUM,FIPS6,TOWNGEOID,MEETS_STD,ORIG_P,SHAPE_Length,SHAPE_Area
137,Coventry,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Coventry.zip,Y,TOWN,2022-04-08,,COVENTRY,19025,5001916150,Y, ,34357.9442077851,72029981.8581858
138,Berkshire,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Berkshire.zip,Y,TOWN,2022-04-08,,BERKSHIRE,11015,5001105425,Y, ,42302.4943519541,108545763.705772
139,Rochester,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Rochester.zip,Y,TOWN,2021-07-09, ,ROCHESTER,27075,5002760100,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/ROCHESTER/ORIG/VTPARCELS_ROCHESTER_2017.zip,81013.3363877854,148013539.223395
140,Peru,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Peru.zip,Y,TOWN,2021-09-02,Updated by VCGI using best available information.,PERU,3030,5000355000,Y, ,39582.5210457291,97088203.4673481
141,Ludlow,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Ludlow.zip,Y,TOWN,2021-06-17,,LUDLOW,27050,5002741275,Y, ,42206.4291298735,91365984.862705
142,Bakersfield,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Bakersfield.zip,Y,TOWN,2021-04-21,Updated by VCGI using best available information.,BAKERSFIELD,11010,5001102500,Y, ,50169.371864548,109203744.177726
143,Salisbury,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Salisbury.zip,Y,TOWN,2022-04-26,Updated by VCGI using best available information,SALISBURY,1085,5000162575,Y, ,38473.9845676469,77952186.1988562
144,Barnard,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Barnard.zip,Y,TOWN,2022-04-29,,BARNARD,27015,5002702725,Y, ,44904.8939129784,125012343.400658
145,Chelsea,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Chelsea.zip,Y,TOWN,2022-05-04,,CHELSEA,17020,5001713525,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/CHELSEA/ORIG/VTPARCELS_CHELSEA_2017.zip,43889.9783909026,103821733.666203
146,Richford,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Richford.zip,Y,TOWN,2022-05-05,,RICHFORD,11060,5001159125,Y, ,42398.6239874231,111897346.542775
147,Brookfield,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Brookfield.zip,Y,TOWN,2022-05-18,,BROOKFIELD,17015,5001709325,Y, ,43324.4824253053,106819872.985711
148,Morristown,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Morristown.zip,Y,TOWN,2022-05-20,,MORRISTOWN,15035,5001546675,Y, ,59975.0106858088,132851054.711366
149,Baltimore,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Baltimore.zip,Y,TOWN,2022-05-24,Updated by VCGI using best available information.,BALTIMORE,27011,5002702575,Y, ,15861.0995781159,12336838.3225005
150,Pawlet,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Pawlet.zip,Y,TOWN,2022-05-24,,PAWLET,21070,5002154250,Y, ,42319.846076733,111447198.813831
151,Newbury,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Newbury.zip,Y,TOWN,2022-05-26,,NEWBURY,17035,5001748175,Y, ,60659.3723212924,166981837.015858
152,Sutton,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Sutton.zip,Y,TOWN,2022-06-01,Updated by VCGI using best available information.,SUTTON,5070,5000571575,Y, ,45892.7051695575,99686312.218249
153,Johnson,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Johnson.zip,Y,TOWN,2022-06-01,,JOHNSON,15030,5001537075,Y, ,47120.2864512387,118351877.6934
154,Stannard,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Stannard.zip,Y,TOWN,2022-06-02,Updated by VCGI using best available information,STANNARD,5065,5000569925,Y, ,26869.9951514311,32964996.1581058
155,Sheldon,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Sheldon.zip,Y,TOWN,2022-06-08,Updated by VCGI using best available information.,SHELDON,11075,5001164600,Y, ,45704.0520423855,101871017.885862
156,Norton,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Norton.zip,Y,TOWN,2022-06-10,Updated by VCGI using best available information.,NORTON,9080,5000952750,Y, ,43902.6791017736,100482148.053453
157,Randolph,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Randolph.zip,Y,TOWN,2022-06-13,,RANDOLPH,17045,5001758075,Y, ,44983.146023491,124627916.898099
158,Hartford,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Hartford.zip,Y,TOWN,2022-06-14,,HARTFORD,27040,5002732275,Y, ,45372.1502997514,119086944.195147
159,Waterville,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Waterville.zip,Y,TOWN,2022-06-14,,WATERVILLE,15045,5001577425,Y, ,30691.0616043025,40734143.4255503
160,Windsor,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Windsor.zip,Y,TOWN,2022-06-16,,WINDSOR,27115,5002784925,Y, ,30378.7012046337,50822641.1287751
161,Panton,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Panton.zip,Y,TOWN,2022-06-16,,PANTON,1075,5000153950,Y, ,35471.7795493426,57071356.9927
162,Ryegate,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Ryegate.zip,Y,TOWN,2022-06-20,,RYEGATE,5050,5000561525,Y, ,44427.7891486142,95360267.6905338
163,Swanton,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Swanton.zip,Y,TOWN,2022-06-22,,SWANTON,11080,5001171725,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/SWANTON/ORIG/VTPARCELS_SWANTON_2017.zip,68129.6949817438,159762215.731448
164,Saint Albans Town,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Saint Albans Town.zip,Y,TOWN,2022-06-07, ,STALBANSTOWN,11070,5001161750,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/STALBANSTOWN/ORIG/VTPARCELS_STALBANSTOWN_2017.zip,78110.052774468,157570580.247213
165,Stratton,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Stratton.zip,Y,TOWN,2022-06-22,,STRATTON,25075,5002570750,Y, ,48119.8047296023,121099401.269472
166,Newport Town,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Newport Town.zip,Y,TOWN,2022-06-27,,NEWPORTTOWN,19080,5001948925,Y, ,52789.3279901852,112732755.841469
167,Isle La Motte,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Isle La Motte.zip,Y,TOWN,2022-06-28,,ISLELAMOTTE,13015,5001335875,Y, ,37271.887998088,47763644.1428996
168,Williamstown,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Williamstown.zip,Y,TOWN,2022-06-28,,WILLIAMSTOWN,17085,5001784175,Y, ,41500.7968259785,104530695.497225
169,Elmore,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Elmore.zip,Y,TOWN,2022-06-29,,ELMORE,15020,5001523725,Y, ,40653.7544435363,102301502.821451
170,Putney,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Putney.zip,Y,TOWN,2022-06-30,,PUTNEY,25065,5002557700,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/PUTNEY/ORIG/VTPARCELS_PUTNEY_2017.zip,36879.3593562977,69142192.8334094
171,Grand Isle,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Grand Isle.zip,Y,TOWN,2022-06-30,,GRANDISLE,13010,5001329275,Y, ,42391.9896278775,90668008.9541537
172,Barnet,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Barnet.zip,Y,TOWN,2022-07-01,,BARNET,5005,5000502875,Y, ,52090.1798975407,112812207.677793
173,Topsham,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Topsham.zip,Y,TOWN,2022-07-05, ,TOPSHAM,17060,5001773075,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/TOPSHAM/ORIG/VTPARCELS_TOPSHAM_2017.zip,45763.9496365041,126946315.783101
174,Killington,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Killington.zip,Y,TOWN,2022-07-05,,KILLINGTON,21047,5002137685,Y, ,50594.6219584116,123268045.72784
175,Victory,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Victory.zip,Y,TOWN,2022-07-06,Updated by VCGI using best available information.,VICTORY,9085,5000975175,Y, ,43206.5932429647,111578210.43225
176,Lemington,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Lemington.zip,Y,TOWN,2022-04-18,Updated by VCGI using best available information,LEMINGTON,9060,5000939700,Y, ,43895.0669287328,91740325.6951084
177,Stockbridge,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Stockbridge.zip,Y,TOWN,2022-05-12,Updated by VCGI using best available information,STOCKBRIDGE,27095,5002770375,Y, ,48331.6175167215,119263837.005164
178,Buels Gore,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Buels Gore.zip,Y,GORE,2022-04-15,Updated by VCGI using best available information,BUELSGORE,7010,5000710300,Y, ,18648.5418423423,12956149.2459979
179,Plainfield,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Plainfield.zip,Y,TOWN,2022-04-19,Updated by VCGI using best available information,PLAINFIELD,23070,5002355825,Y, ,30915.1142807747,54611423.1096522
180,Duxbury,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Duxbury.zip,Y,TOWN,2022-04-18,Updated by VCGI using best available information,DUXBURY,23030,5002318550,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/DUXBURY/ORIG/VTPARCELS_DUXBURY_2017.zip,43510.8037674868,111810254.930794
181,Goshen,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Goshen.zip,Y,TOWN,2022-04-25,Updated by VCGI using best available information,GOSHEN,1030,5000128600,Y, ,37037.7693876516,53723389.4541084
182,Stowe,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Stowe.zip,Y,TOWN,2022-07-07,,STOWE,15040,5001570525,Y, ,62697.9539712171,188090868.6564
183,Essex,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Essex.zip,Y,TOWN,2021-01-19,,ESSEX,7030,5000724175,Y, ,49205.3799547606,90059459.2893578
184,Essex Junction,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Essex.zip,Y,CITY,2021-01-19,,ESSEXJUNCTION,,,Y, ,17730.4075224695,12034948.9193944
185,Troy,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Troy.zip,Y,TOWN,2022-07-08,,TROY,19085,5001973525,Y, ,48015.465641371,94409132.7219207
186,Tunbridge,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Tunbridge.zip,Y,TOWN,2022-07-08,,TUNBRIDGE,17065,5001773675,Y, ,43070.7750864203,116004827.616352
187,Westmore,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Westmore.zip,Y,TOWN,2022-07-11, ,WESTMORE,19095,5001981700,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/WESTMORE/ORIG/VTPARCELS_WESTMORE_2017.zip,39492.8564253007,97320459.6945036
188,Westfield,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Westfield.zip,Y,TOWN,2022-07-12,,WESTFIELD,19090,5001980200,Y, ,40797.11303101,103634142.867643
189,Brattleboro,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Brattleboro.zip,Y,TOWN,2022-07-12,,BRATTLEBORO,25010,5002507900,Y, ,40217.2715452297,84569334.1774196
190,Enosburgh,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Enosburgh.zip,Y,TOWN,2022-07-14,Updated by VCGI using best available information,ENOSBURGH,11020,5001124050,Y, ,46761.9832753425,124580883.24987
191,Granby,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Granby.zip,Y,TOWN,2022-07-15,Updated by VCGI using best available information,GRANBY,9050,5000929125,Y, ,40079.1861614604,100535554.920999
192,Saint Johnsbury,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Saint Johnsbury.zip,Y,TOWN,2022-07-19,,STJOHNSBURY,5055,5000562200,Y, ,40291.6338747438,95309846.4996584
193,Shoreham,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Shoreham.zip,Y,TOWN,2022-07-20,,SHOREHAM,1090,5000165050,Y, ,45534.1732341744,119466396.432352
194,Poultney,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Poultney.zip,Y,TOWN,2022-07-21,,POULTNEY,21085,5002156875,Y, ,46809.1663823251,112959790.024385
195,Monkton,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Monkton.zip,Y,TOWN,2022-07-22,,MONKTON,1060,5000145550,Y, ,40092.5549424928,93934902.1976032
196,Fairfield,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Fairfield.zip,Y,TOWN,2022-07-26,,FAIRFIELD,11030,5001125225,Y, ,64524.290197094,177142867.223874
197,Highgate,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Highgate.zip,Y,TOWN,2022-07-26,,HIGHGATE,11050,5001133025,Y, ,57367.8405285981,155573562.465179
198,Sharon,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Sharon.zip,Y,TOWN,2022-07-27,Updated by VCGI using best available information.,SHARON,27085,5002763775,Y, ,41995.7753558315,104395322.725497
199,Bloomfield,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Bloomfield.zip,Y,TOWN,2022-07-27,Updated by VCGI using best available information.,BLOOMFIELD,9015,5000906325,Y, ,42802.711963498,104215530.716131
200,Greensboro,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Greensboro.zip,Y,TOWN,2022-07-28,Updated by VCGI using best available information.,GREENSBORO,19045,5001930175,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/GREENSBORO/ORIG/VTPARCELS_GREENSBORO_2017.zip,40376.5527337281,102430049.349998
201,Sandgate,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Sandgate.zip,Y,TOWN,2022-07-29,Updated by VCGI using best available information,SANDGATE,3050,5000362875,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/SANDGATE/ORIG/VTPARCELS_SANDGATE_2017.zip,41870.1054814225,109610493.972653
202,Belvidere,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Belvidere.zip,Y,TOWN,2022-07-29,Updated by VCGI using best available information.,BELVIDERE,15005,5001504375,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/BELVIDERE/ORIG/VTPARCELS_BELVIDERE_2017.zip,38042.7487138275,92349428.7662991
203,Vergennes,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Vergennes.zip,Y,CITY,2022-08-01,Updated by VCGI using best available information.,VERGENNES,1100,5000174650,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/VERGENNES/ORIG/VTPARCELS_VERGENNES_2017.zip,10203.9628535239,6560941.4799491
204,Wallingford,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Wallingford.zip,Y,TOWN,2022-08-01,,WALLINGFORD,21125,5002175925,Y, ,45160.1765164765,111251506.169779
205,Weybridge,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Weybridge.zip,Y,TOWN,2022-08-02,Updated by VCGI using best available information.,WEYBRIDGE,1110,5000183275,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/WEYBRIDGE/ORIG/VTPARCELS_WEYBRIDGE_2017.zip,30602.2230315905,45500501.4734517
206,Brookline,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Brookline.zip,Y,TOWN,2022-08-02,,BROOKLINE,25015,5002509475,Y, ,34118.8275888638,33566339.4430026
207,Vershire,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Vershire.zip,Y,TOWN,2022-08-02,Updated by VCGI using best available information.,VERSHIRE,17070,5001774950,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/VERSHIRE/ORIG/VTPARCELS_VERSHIRE_2017.zip,38990.3243101837,93626405.1782017
208,Townshend,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Townshend.zip,Y,TOWN,2022-08-02, ,TOWNSHEND,25080,5002573300,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/TOWNSHEND/ORIG/VTPARCELS_TOWNSHEND_2017.zip,45695.665899488,110672389.814904
209,Westford,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Westford.zip,Y,TOWN,2022-08-03,Updated by VCGI using best available information.,WESTFORD,7080,5000780350,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/WESTFORD/ORIG/VTPARCELS_WESTFORD_2017.zip,41081.296277086,101340585.425416
210,Washington,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Washington.zip,Y,TOWN,2022-08-04,Updated by VCGI using best available information.,WASHINGTON,17075,5001776750,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/WASHINGTON/ORIG/VTPARCELS_WASHINGTON_2017.zip,40334.1257818917,101091528.701299
211,Alburgh,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Alburgh.zip,Y,TOWN,2022-08-05,Updated by VCGI using best available information.,ALBURGH,13005,5001300860,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/ALBURGH/ORIG/VTPARCELS_ALBURGH_2017.zip,55791.5420970561,123041222.698697
212,Underhill,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Underhill.zip,Y,TOWN,2022-08-05,Updated by VCGI using best available information ,UNDERHILL,7075,5000773975,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/UNDERHILL/ORIG/VTPARCELS_UNDERHILL_2017.zip,50093.3501983845,132834035.376258
213,Wardsboro,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Wardsboro.zip,Y,TOWN,2022-08-09,Updated by VCGI using best available information.,WARDSBORO,25090,5002576225,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/WARDSBORO/ORIG/VTPARCELS_WARDSBORO_2017.zip,35961.9725159818,75787729.3928547
214,Dover,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Dover.zip,Y,TOWN,2022-08-15,,DOVER,25020,5002517875,Y, ,40205.8135081782,92863621.3217979
215,Shelburne,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Shelburne.zip,Y,TOWN,2022-08-18,,SHELBURNE,7065,5000764300,Y, ,45748.1188717505,113351332.203691
216,Bethel,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Bethel.zip,Y,TOWN,2022-08-18, ,BETHEL,27020,5002705800,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/BETHEL/ORIG/VTPARCELS_BETHEL_2017.zip,43779.9008005241,118502491.453821
217,Shrewsbury,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Shrewsbury.zip,Y,TOWN,2022-08-19,,SHREWSBURY,21110,5002165275,Y, ,49345.4995073178,130189817.118765
218,Thetford,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Thetford.zip,Y,TOWN,2022-08-19,,THETFORD,17055,5001772400,Y, ,44976.9497934422,114782524.223285
219,Sudbury,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Sudbury.zip,Y,TOWN,2022-08-22,Updated by VCGI using best available information.,SUDBURY,21115,5002171050,Y, ,34737.1471931046,57355260.6413976
220,Dummerston,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Dummerston.zip,Y,TOWN,2022-08-26,,DUMMERSTON,25025,5002518325,Y, ,40034.3257357348,80110181.8897825
221,Jay,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Jay.zip,Y,TOWN,2022-08-30,,JAY,19060,5001936325,Y, ,37738.294754471,87962933.2073602
222,Bradford,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Bradford.zip,Y,TOWN,2022-08-30,,BRADFORD,17005,5001707375,Y,,44573.6187412786,77299603.4729128
223,Fairlee,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Fairlee.zip,Y,TOWN,2022-08-30, ,FAIRLEE,17030,5001725675,Y,http://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_standardized/FAIRLEE/ORIG/VTPARCELS_FAIRLEE_2017.zip,34170.5366121152,54435808.8385712
224,Groton,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Groton.zip,Y,TOWN,2022-08-30,,GROTON,5020,5000530550,Y, ,48663.1601001344,142520770.341473
225,West Fairlee,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_West Fairlee.zip,Y,TOWN,2022-08-31,,WESTFAIRLEE,17080,5001779975,Y, ,32673.4794625038,59149461.4340991
226,Lowell,https://maps.vcgi.vermont.gov/gisdata/vcgi/packaged_zips/CadastralParcels_VTPARCELS/VTPARCELS_Lowell.zip,Y,TOWN,2022-09-01,,LOWELL,19065,5001940525,Y, ,52416.9708983132,146608540.646871
